time_s,ground_accel_mps2,roof_disp_m,drift_story1,drift_story2,drift_story3,mean_isolation_disp_m,total_base_shear_N
9.710000038146973,0.07222390230033927,-0.003952354658395052,-0.00013509258914618167,-0.0004098705539945513,-0.0004523828263498015,-0.00036190916822912794,9391.879548201869
9.720000267028809,0.0073385377145709215,-0.003661955473944545,-0.0001145222200580907,-0.000411524605523381,-0.0004697880811161465,-7.694980983311932e-05,10864.011999390625
9.729999542236328,-0.037856642553433455,-0.003351872321218252,-9.28611701022385e-05,-0.0004071323362748242,-0.0004805812689786156,0.0001781968700621898,12133.370864357852
9.739999771118164,0.06350974204105357,-0.0030202046036720276,-7.012043540641941e-05,-0.00039696836514243233,-0.00048433297908761434,0.00040491380301925045,13220.733902789254
9.75,0.34712851195026573,-0.002677764743566513,-4.701427382382529e-05,-0.00038137387794752914,-0.00048073605285026133,0.0005950823930713037,14103.295789399037
9.760000228881836,0.638580605379041,-0.0023486714344471693,-2.4883338483050466e-05,-0.00036075019225892093,-0.00046962117064847716,0.0007302454905584455,14715.455118137059
9.770000457763672,0.8526935968309526,-0.0020603900775313377,-5.1368152964170436e-06,-0.0003355602772595982,-0.00045096608422075707,0.0007895973588650426,14981.65651803794
9.779999732971191,1.0330729954953533,-0.0018362075788900256,1.0833836212340328e-05,-0.0003063311871503376,-0.00042489980437999795,0.0007572221802547574,14787.40544637623
9.789999961853027,1.1458265439313626,-0.0016944402595981956,2.1345196593621804e-05,-0.0002736613290229191,-0.0003917016147170216,0.0006240236301285526,13988.214145619
9.800000190734863,1.2539788174196524,-0.001649400102905929,2.4947167494920674e-05,-0.00023822861193265353,-0.0003517958895018738,0.0003848782992766549,12553.342160507615
9.8100004196167,1.2747192625773152,-0.0017116168746724725,2.0809112121006127e-05,-0.0002007868372149662,-0.00030574810807593167,3.699612473913779e-05,10466.049113282514
9.819999694824219,1.149089085866276,-0.0018837866373360157,8.664652274024702e-06,-0.00016214891123430183,-0.00025426265589582425,-0.0004158977438540508,7748.685901723382
9.829999923706055,0.850164878917874,-0.002155071124434471,-1.0881663507057561e-05,-0.00012315567194794616,-0.0001981822424568236,-0.0009590806439518929,4489.588501136328
9.84000015258789,0.534028036214075,-0.002502167597413063,-3.641088605271995e-05,-8.463041417093741e-05,-0.0001384880548963944,-0.0015678619189808767,836.900850962426
9.850000381469727,0.28278007846804104,-0.0028984632808715105,-6.611616333463682e-05,-4.732936051570707e-05,-7.629646764447291e-05,-0.00221539211149017,-3022.5312119516243
9.859999656677246,0.07204267751656863,-0.0033213761635124683,-9.787180547223051e-05,-1.1896805113388433e-05,-1.284791829271449e-05,-0.002879956659550468,-6842.659372759251
9.869999885559082,-0.1572592316197143,-0.0037516378797590733,-0.00012924685574102176,2.1173360033167733e-05,5.0513254892494944e-05,-0.0035444210128237805,-10420.551681293637
9.880000114440918,-0.38289499560907503,-0.004170205909758806,-0.00015794722087405337,5.1562803693943555e-05,0.00011236872524023056,-0.004191749418775241,-13610.677143494182
9.890000343322754,-0.39632695017089864,-0.004563016816973686,-0.00018246683154117185,7.912697684433725e-05,0.00017127190302643512,-0.004807572190960248,-16345.212929155674
9.899999618530273,-0.30059514407920096,-0.004929280374199152,-0.00020253816964449698,0.00010385889456503921,0.00022580834209091132,-0.005386945015440385,-18642.300823243255
9.90999984741211,-0.2809405601430368,-0.005276788957417011,-0.00021863560606208112,0.00012582607774270905,0.0002746660417566697,-0.005931472405791283,-20561.097486946353
9.920000076293945,-0.3693167720699263,-0.005609187763184309,-0.00023110911974476444,0.00014510885294940736,0.00031670063941015135,-0.0064397091045975685,-22151.99380890132
9.930000305175781,-0.545803928456353,-0.005920184310525656,-0.00023995543381682155,0.00016175443306565285,0.00035098663324283227,-0.006902212587495645,-23444.103400003427
9.9399995803833,-0.7101011770206153,-0.006196215283125639,-0.0002450905136626077,0.00017575078850819005,0.00037685269489884377,-0.007303261974205573,-24455.19195125604
9.949999809265137,-0.8007482767988578,-0.006423471495509148,-0.0002466984248409669,0.00018701009038421843,0.0003939021068314711,-0.007626641076058149,-25203.72194213111
9.960000038146973,-0.8857578231120602,-0.0065917628817260265,-0.0002452783734986077,0.00019536198427279788,0.0004020194885217481,-0.007859334039191404,-25709.453423045376
9.970000267028809,-1.001694581156298,-0.006691748276352882,-0.00024134396678871577,0.0002005585055384371,0.0004013612245519956,-0.007989821024239063,-25983.027724280597
9.979999542236328,-1.0823160581497464,-0.006713091861456633,-0.00023527182983579476,0.00020229645694295564,0.0003923314054393106,-0.00800677357862393,-26018.484873251942
9.989999771118164,-1.098390770844258,-0.0066476440988481045,-0.000225685761068706,0.00020027522825532488,0.00037553422670397494,-0.007908089396854242,-25426.37978263381
10.0,-1.0569892128556175,-0.006492441054433584,-0.00021065887132728548,0.000194281003334456,0.0003517142290042506,-0.0076996519540747,-24175.75512595656
