time_s,u_iso_1_m,f_iso_1_N,z_iso_1_m,u_iso_2_m,f_iso_2_N,z_iso_2_m,u_iso_3_m,f_iso_3_N,z_iso_3_m
0.8600000143051147,0.0002273701102240011,454.35471918379193,0.00022716721482178516,0.00023921635875012726,477.98237206539244,0.00023897933483704194,0.0002273701102240011,454.35471918379193,0.00022716721482178516
0.8700000047683716,0.00025953439762815833,518.5190050355975,0.0002592450343540956,0.00027291179867461324,545.1829883860017,0.0002725746360623897,0.00025953439762815833,518.5190050355975,0.0002592450343540956
0.8799999952316284,0.0002945593441836536,588.3385816484374,0.00029414876170003794,0.0003097106528002769,618.5132613440886,0.0003092327347705584,0.0002945593441836536,588.3385816484374,0.00029414876170003794
0.8899999856948853,0.00033259476185776293,664.0907618650343,0.0003320164661469779,0.0003497669822536409,698.2549245418836,0.00034909380332448395,0.00033259476185776293,664.0907618650343,0.0003320164661469779
0.8999999761581421,0.0003690341836772859,736.5940364122871,0.0003682582200234518,0.0003883231256622821,774.9273987668764,0.0003874184664213938,0.0003690341836772859,736.5940364122871,0.0003682582200234518
0.9100000262260437,0.00039770532748661935,793.5933274024113,0.00039674883929144704,0.000418992800405249,835.8597306561328,0.0004178739213766357,0.00039770532748661935,793.5933274024113,0.00039674883929144704
0.9200000166893005,0.000418399489717558,834.7077747284787,0.0004172988556614331,0.00044152463669888675,880.5915305447177,0.0004402310878288574,0.000418399489717558,834.7077747284787,0.0004172988556614331
0.9300000071525574,0.00043454213300719857,866.7627017730439,0.0004333202570906969,0.0004594074853230268,916.0721832304251,0.0004579639129990118,0.00043454213300719857,866.7627017730439,0.0004333202570906969
0.9399999976158142,0.0004480325151234865,893.5388802070495,0.0004467029624708952,0.0004745566984638572,946.1130457754361,0.0004729775662784476,0.0004480325151234865,893.5388802070495,0.0004467029624708952
0.949999988079071,0.00046030408702790737,917.885644888848,0.00045887117694003014,0.0004884128575213253,973.5759139178759,0.00048670243587670706,0.00046030408702790737,917.885644888848,0.00045887117694003014
0.9599999785423279,0.00047206718591041863,941.2139133283762,0.00047053010249333384,0.000501680129673332,999.8585442741916,0.0004998371217404517,0.00047206718591041863,941.2139133283762,0.00047053010249333384
0.9700000286102295,0.0004851383564528078,967.1240430983505,0.0004834790565542472,0.0005162163288332522,1028.6388223696665,0.0005142195734138638,0.0004851383564528078,967.1240430983505,0.0004834790565542472
0.9800000190734863,0.000502211507409811,1000.9454603436565,0.0005003812155803555,0.0005348005215637386,1065.4065736675343,0.0005325929060585055,0.000502211507409811,1000.9454603436565,0.0005003812155803555
0.9900000095367432,0.0005194369587115943,1035.04587405322,0.0005174221990431897,0.0005534763913601637,1102.3273267607892,0.0005510419408551436,0.0005194369587115943,1035.04587405322,0.0005174221990431897
1.0,0.0005285604856908321,1053.1007597496578,0.0005264445848318814,0.0005637459107674658,1122.6205715618216,0.0005611820949921448,0.0005285604856908321,1053.1007597496578,0.0005264445848318814
1.0099999904632568,0.0005270740366540849,1050.1278616761633,0.0005249581357951342,0.0005630266387015581,1121.1820274300062,0.0005604628229262371,0.0005270740366540849,1050.1278616761633,0.0005249581357951342
1.0199999809265137,0.0005189391085878015,1033.8580055435964,0.0005168232077288507,0.0005554030649363995,1105.934879899689,0.0005528392491610784,0.0005189391085878015,1033.8580055435964,0.0005168232077288507
1.0299999713897705,0.0005128602497279644,1021.7002878239224,0.0005107443488690137,0.0005498559330590069,1094.8406161449038,0.0005472921172836859,0.0005128602497279644,1021.7002878239224,0.0005107443488690137
1.0399999618530273,0.0005172248347662389,1030.3414591284982,0.0005150626187641444,0.0005550539353862405,1105.1160618854813,0.0005524266675509775,0.0005172248347662389,1030.3414591284982,0.0005150626187641444
1.0499999523162842,0.0005297335446812212,1055.0944194029316,0.0005274321394393733,0.0005686600343324244,1131.9971569676127,0.0005658585018601948,0.0005297335446812212,1055.0944194029316,0.0005274321394393733
